Hispanic_Perdue,Hispanic_Ossoff,White_Perdue,White_Ossoff,Black_Perdue,Black_Ossoff,Asian_Perdue,Asian_Ossoff,Other_Perdue,Other_Ossoff
0.339793535,0.660206465,0.898508166,0.101491834,0.051374658,0.948625342,0.138881929,0.861118071,0.089895571,0.910104429
0.451507479,0.548492521,0.92943726,0.07056274,0.067778328,0.932221672,0.144817525,0.855182475,0.085862787,0.914137213
0.470339363,0.529660637,0.91531061,0.08468939,0.062553481,0.937446519,0.130462556,0.869537444,0.099558583,0.900441417
0.379943291,0.620056709,0.885448082,0.114551918,0.025673397,0.974326603,0.169915094,0.830084906,0.098989066,0.901010934
0.385032458,0.614967542,0.875128963,0.124871037,0.094382327,0.905617673,0.260151676,0.739848324,0.102296697,0.897703303
0.349720631,0.650279369,0.761704872,0.238295128,0.047184276,0.952815724,0.16279122,0.83720878,0.102724878,0.897275122
0.269716165,0.730283835,0.886576969,0.113423031,0.047065945,0.952934055,0.14133642,0.85866358,0.104713299,0.895286701
0.293825673,0.706174327,0.908622451,0.091377549,0.062182582,0.937817418,0.116870408,0.883129592,0.098747899,0.901252101
0.203755947,0.796244053,0.809622704,0.190377296,0.054611157,0.945388843,0.086990333,0.913009667,0.095524928,0.904475072
0.397944073,0.602055927,0.876881185,0.123118815,0.148827582,0.851172418,0.115796043,0.884203957,0.081230821,0.918769179
0.439786593,0.560213407,0.911423461,0.088576539,0.069992838,0.930007162,0.131601148,0.868398852,0.12138118,0.87861882
0.302116993,0.697883007,0.723505028,0.276494972,0.019637502,0.980362498,0.076649212,0.923350788,0.077705155,0.922294845
0.235124119,0.764875881,0.758219864,0.241780136,0.041604476,0.958395524,0.109500846,0.890499154,0.110821377,0.889178623
0.291098335,0.708901665,0.680695243,0.319304757,0.01941256,0.98058744,0.068059469,0.931940531,0.070581879,0.929418121
0.347175489,0.652824511,0.808881109,0.191118891,0.028780493,0.971219507,0.141524348,0.858475652,0.125891947,0.874108053
0.228212394,0.771787606,0.821252045,0.178747955,0.005440579,0.994559421,0.126767425,0.873232575,0.092831563,0.907168437
0.409494877,0.590505123,0.943877267,0.056122733,0.066082156,0.933917844,0.139798168,0.860201832,0.107642294,0.892357706
0.28461754,0.71538246,0.845520654,0.154479346,0.00643582,0.99356418,0.135974275,0.864025725,0.0843072,0.9156928
0.216826479,0.783173521,0.724719609,0.275280391,0.021599728,0.978400272,0.098589857,0.901410143,0.078706041,0.921293959
0.177318542,0.822681458,0.747490191,0.252509809,0.010408462,0.989591538,0.116221408,0.883778592,0.081250781,0.918749219
0.247066397,0.752933603,0.685028476,0.314971524,0.021077521,0.978922479,0.135172159,0.864827841,0.102233159,0.897766841
0.438869425,0.561130575,0.870871269,0.129128731,0.08351151,0.91648849,0.128962721,0.871037279,0.093679208,0.906320792
0.420049472,0.579950528,0.966456396,0.033543604,0.041844603,0.958155397,0.117734636,0.882265364,0.080055652,0.919944348
0.229056725,0.770943275,0.71790739,0.28209261,0.026356201,0.973643799,0.09888506,0.90111494,0.098723146,0.901276854
0.314909767,0.685090233,0.887789636,0.112210364,0.046013915,0.953986085,0.148779816,0.851220184,0.085886715,0.914113285
0.338807159,0.661192841,0.872964438,0.127035562,0.072077856,0.927922144,0.104003748,0.895996252,0.077418035,0.922581965
0.253401614,0.746598386,0.899016345,0.100983655,0.052239748,0.947760252,0.135839935,0.864160065,0.103278656,0.896721344
0.320890154,0.679109846,0.732391044,0.267608956,0.015641518,0.984358482,0.149264075,0.850735925,0.071007563,0.928992437
0.388644894,0.611355106,0.849139421,0.150860579,0.099375508,0.900624492,0.102178549,0.897821451,0.100202238,0.899797762
0.27666841,0.72333159,0.747377694,0.252622306,0.059830778,0.940169222,0.121899474,0.878100526,0.087783764,0.912216236
0.160192736,0.839807264,0.833345777,0.166654223,0.02391073,0.97608927,0.074129419,0.925870581,0.099726369,0.900273631
0.234785203,0.765214797,0.716672707,0.283327293,0.009705641,0.990294359,0.095289576,0.904710424,0.08190466,0.91809534
0.420458955,0.579541045,0.933455904,0.066544096,0.072816386,0.927183614,0.132937669,0.867062331,0.091931903,0.908068097
0.259781256,0.740218744,0.732856424,0.267143576,0.008351539,0.991648461,0.150819902,0.849180098,0.07197183,0.92802817
0.267797623,0.732202377,0.950714632,0.049285368,0.042855118,0.957144882,0.12463851,0.87536149,0.085224106,0.914775894
0.283135846,0.716864154,0.829259389,0.170740611,0.091019141,0.908980859,0.124285389,0.875714611,0.082873713,0.917126287
0.324440729,0.675559271,0.929328131,0.070671869,0.05456136,0.94543864,0.120165027,0.879834973,0.130260855,0.869739145
0.311970635,0.688029365,0.913407878,0.086592122,0.040070406,0.959929594,0.149618818,0.850381182,0.087909704,0.912090296
0.269029361,0.730970639,0.745028092,0.254971908,0.016870183,0.983129817,0.11897527,0.88102473,0.090713314,0.909286686
0.38169249,0.61830751,0.866769957,0.133230043,0.056955046,0.943044954,0.137316417,0.862683583,0.075572901,0.924427099
0.373586032,0.626413968,0.947054162,0.052945838,0.052107446,0.947892554,0.126938599,0.873061401,0.116998605,0.883001395
0.355800854,0.644199146,0.903030247,0.096969753,0.06839179,0.93160821,0.138311637,0.861688363,0.096265203,0.903734797
0.400096158,0.599903842,0.915814342,0.084185658,0.068906867,0.931093133,0.159554182,0.840445818,0.096038743,0.903961257
0.415043036,0.584956964,0.970647363,0.029352637,0.072881003,0.927118997,0.145952195,0.854047805,0.101676024,0.898323976
0.396539246,0.603460754,0.979308668,0.020691332,0.059739841,0.940260159,0.125079933,0.874920067,0.099800301,0.900199699
0.401930136,0.598069864,0.955131197,0.044868803,0.057268455,0.942731545,0.146490208,0.853509792,0.089012714,0.910987286
0.459900473,0.540099527,0.894158923,0.105841077,0.059652724,0.940347276,0.118958286,0.881041714,0.106835871,0.893164129
0.204066823,0.795933177,0.901512056,0.098487944,0.069190011,0.930809989,0.159535237,0.840464763,0.086271984,0.913728016
0.214082306,0.785917694,0.907882811,0.092117189,0.054303579,0.945696421,0.114479578,0.885520422,0.085014575,0.914985425
0.243585221,0.756414779,0.928924567,0.071075433,0.082391213,0.917608787,0.160973584,0.839026416,0.099026685,0.900973315
0.350104983,0.649895017,0.855629304,0.144370696,0.064287964,0.935712036,0.150624883,0.849375117,0.123422534,0.876577466
0.376731552,0.623268448,0.981881344,0.018118656,0.067366242,0.932633758,0.133172691,0.866827309,0.094516347,0.905483653
0.261468384,0.738531616,0.796111676,0.203888324,0.009912739,0.990087261,0.125219531,0.874780469,0.092651177,0.907348823
0.353882206,0.646117794,0.880908423,0.119091577,0.017818623,0.982181377,0.147083182,0.852916818,0.107076871,0.892923129
0.374630541,0.625369459,0.869789371,0.130210629,0.048029441,0.951970559,0.140242209,0.859757791,0.097910745,0.902089255
0.332142254,0.667857746,0.816113545,0.183886455,0.058122039,0.941877961,0.136581156,0.863418844,0.108184575,0.891815425
0.297070603,0.702929397,0.745243235,0.254756765,0.052834438,0.947165562,0.144876043,0.855123957,0.092429805,0.907570195
0.36202471,0.63797529,0.891981779,0.108018221,0.043328625,0.956671375,0.09276563,0.90723437,0.101298395,0.898701605
0.441470475,0.558529525,0.947934487,0.052065513,0.038973852,0.961026148,0.127256474,0.872743526,0.094329283,0.905670717
0.333130225,0.666869775,0.949932908,0.050067092,0.061362865,0.938637135,0.149559432,0.850440568,0.093859693,0.906140307
0.368898624,0.631101376,0.923267087,0.076732913,0.043600363,0.956399637,0.172404645,0.827595355,0.092291999,0.907708001
0.345473264,0.654526736,0.95937334,0.04062666,0.068574294,0.931425706,0.160360598,0.839639402,0.128474927,0.871525073
0.340299097,0.659700903,0.97875024,0.02124976,0.059593584,0.940406416,0.129897378,0.870102622,0.068080077,0.931919923
0.533455952,0.466544048,0.952792603,0.047207397,0.051693408,0.948306592,0.148372514,0.851627486,0.095975894,0.904024106
0.454687874,0.545312126,0.917017729,0.082982271,0.046013116,0.953986884,0.128213474,0.871786526,0.093776439,0.906223561
0.354284425,0.645715575,0.952137869,0.047862131,0.115176195,0.884823805,0.13575518,0.86424482,0.099386614,0.900613386
0.41875096,0.58124904,0.92421253,0.07578747,0.045774754,0.954225246,0.127356108,0.872643892,0.079589746,0.920410254
0.40843914,0.59156086,0.944521998,0.055478002,0.056501241,0.943498759,0.122912337,0.877087663,0.116728026,0.883271974
0.385160974,0.614839026,0.923048654,0.076951346,0.026762684,0.973237316,0.137629233,0.862370767,0.111072391,0.888927609
0.317982237,0.682017763,0.950366617,0.049633383,0.061317641,0.938682359,0.161861523,0.838138477,0.106095496,0.893904504
0.308138307,0.691861693,0.985037302,0.014962698,0.071374164,0.928625836,0.129837105,0.870162895,0.095663811,0.904336189
0.263325397,0.736674603,0.89461069,0.10538931,0.057919534,0.942080466,0.144419902,0.855580098,0.111085485,0.888914515
0.165710648,0.834289352,0.759291986,0.240708014,0.01834465,0.98165535,0.140150961,0.859849039,0.084942457,0.915057543
0.393678071,0.606321929,0.843951848,0.156048152,0.070273163,0.929726837,0.181884665,0.818115335,0.096416244,0.903583756
0.377249325,0.622750675,0.850735999,0.149264001,0.061044164,0.938955836,0.180801112,0.819198888,0.095981389,0.904018611
0.352814165,0.647185835,0.891788032,0.108211968,0.045420019,0.954579981,0.148985186,0.851014814,0.093266877,0.906733123
0.243408035,0.756591965,0.708994246,0.291005754,0.018975387,0.981024613,0.13616756,0.86383244,0.066810338,0.933189662
0.368302447,0.631697553,0.820711645,0.179288355,0.019816842,0.980183158,0.141680092,0.858319908,0.097127952,0.902872048
0.262130023,0.737869977,0.789048616,0.210951384,0.008710631,0.991289369,0.098635738,0.901364262,0.082535964,0.917464036
0.197247005,0.802752995,0.78310883,0.21689117,0.010852445,0.989147555,0.144178839,0.855821161,0.100538998,0.899461002
0.271602587,0.728397413,0.875409916,0.124590084,0.076311788,0.923688212,0.161905215,0.838094785,0.102073702,0.897926298
0.327133937,0.672866063,0.854130085,0.145869915,0.059779409,0.940220591,0.127627834,0.872372166,0.083821619,0.916178381
0.374495342,0.625504658,0.860897879,0.139102121,0.040885365,0.959114635,0.095952273,0.904047727,0.082749953,0.917250047
0.368747384,0.631252616,0.890170336,0.109829664,0.059423956,0.940576044,0.149601032,0.850398968,0.087771081,0.912228919
0.373838121,0.626161879,0.954353958,0.045646042,0.119836176,0.880163824,0.120953462,0.879046538,0.093668548,0.906331452
0.446246001,0.553753999,0.971608527,0.028391473,0.089966352,0.910033648,0.175840701,0.824159299,0.106515637,0.893484363
0.354397756,0.645602244,0.956110019,0.043889981,0.049582718,0.950417282,0.141265655,0.858734345,0.059510706,0.940489294
0.426324229,0.573675771,0.944000344,0.055999656,0.129611724,0.870388276,0.136330589,0.863669411,0.14157715,0.85842285
0.34003189,0.65996811,0.970418061,0.029581939,0.040039574,0.959960426,0.100348724,0.899651276,0.095400105,0.904599895
0.20652257,0.79347743,0.698785741,0.301214259,0.022404065,0.977595935,0.11306589,0.88693411,0.091297413,0.908702587
0.22198044,0.77801956,0.709848344,0.290151656,0.010998005,0.989001995,0.122033413,0.877966587,0.06412918,0.93587082
0.289951395,0.710048605,0.732649135,0.267350865,0.016377742,0.983622258,0.127308194,0.872691806,0.080752846,0.919247154
0.396714165,0.603285835,0.845493913,0.154506087,0.0281073,0.9718927,0.108162275,0.891837725,0.090199434,0.909800566
0.433155763,0.566844237,0.877815666,0.122184334,0.021958362,0.978041638,0.147443351,0.852556649,0.103767509,0.896232491
0.292042802,0.707957198,0.731342445,0.268657555,0.007359322,0.992640678,0.137212757,0.862787243,0.056816856,0.943183144
0.438079715,0.561920285,0.917549421,0.082450579,0.096316588,0.903683412,0.116638938,0.883361062,0.102136967,0.897863033
0.483342437,0.516657563,0.919503205,0.080496795,0.111865757,0.888134243,0.131582274,0.868417726,0.107059365,0.892940635
0.331895086,0.668104914,0.796296224,0.203703776,0.020123144,0.979876856,0.121907577,0.878092423,0.090477441,0.909522559
0.276256371,0.723743629,0.780357587,0.219642413,0.02469758,0.97530242,0.119369476,0.880630524,0.117757419,0.882242581
0.296478693,0.703521307,0.740675329,0.259324671,0.013973228,0.986026772,0.098744313,0.901255687,0.10241643,0.89758357
0.325527934,0.674472066,0.891214676,0.108785324,0.018875981,0.981124019,0.17664197,0.82335803,0.111169633,0.888830367
0.286683624,0.713316376,0.86390505,0.13609495,0.028276305,0.971723695,0.123359165,0.876640835,0.085168491,0.914831509
0.325731175,0.674268825,0.812871735,0.187128265,0.045940281,0.954059719,0.149216807,0.850783193,0.070308943,0.929691057
0.347980613,0.652019387,0.974440329,0.025559671,0.054458171,0.945541829,0.138886851,0.861113149,0.072250826,0.927749174
0.278804697,0.721195303,0.947922452,0.052077548,0.050581711,0.949418289,0.132317798,0.867682202,0.086615318,0.913384682
0.359118747,0.640881253,0.909939657,0.090060343,0.071831877,0.928168123,0.129356293,0.870643707,0.081316816,0.918683184
0.360099499,0.639900501,0.968128753,0.031871247,0.057972827,0.942027173,0.173570152,0.826429848,0.078244911,0.921755089
0.27679477,0.72320523,0.827089587,0.172910413,0.061500506,0.938499494,0.108207613,0.891792387,0.07709674,0.92290326
0.387562359,0.612437641,0.900837294,0.099162706,0.045485134,0.954514866,0.13646696,0.86353304,0.0902022,0.9097978
0.382358591,0.617641409,0.758130549,0.241869451,0.063676624,0.936323376,0.137340733,0.862659267,0.084627203,0.915372797
0.262471708,0.737528292,0.915544257,0.084455743,0.047713495,0.952286505,0.107614149,0.892385851,0.093650222,0.906349778
0.382993372,0.617006628,0.82448058,0.17551942,0.068223619,0.931776381,0.166911166,0.833088834,0.087502306,0.912497694
0.474067651,0.525932349,0.965402041,0.034597959,0.068088737,0.931911263,0.129380037,0.870619963,0.098274132,0.901725868
0.292520463,0.707479537,0.986006716,0.013993284,0.075907559,0.924092441,0.130939372,0.869060628,0.08165541,0.91834459
0.317904134,0.682095866,0.9903231,0.0096769,0.08455596,0.91544404,0.102191214,0.897808786,0.073983185,0.926016815
0.364896061,0.635103939,0.908187059,0.091812941,0.091045841,0.908954159,0.126657045,0.873342955,0.094104634,0.905895366
0.36764937,0.63235063,0.980022388,0.019977612,0.061801377,0.938198623,0.180872524,0.819127476,0.091385041,0.908614959
0.294835273,0.705164727,0.988076526,0.011923474,0.060611562,0.939388438,0.147103346,0.852896654,0.07672445,0.92327555
0.389673392,0.610326608,0.989794618,0.010205382,0.102885289,0.897114711,0.114905391,0.885094609,0.11306781,0.88693219
0.26232038,0.73767962,0.795935205,0.204064795,0.008368455,0.991631545,0.126235737,0.873764263,0.107013922,0.892986078
0.321018945,0.678981055,0.81965582,0.18034418,0.045521452,0.954478548,0.122022477,0.877977523,0.086166167,0.913833833
0.337096719,0.662903281,0.776823058,0.223176942,0.059167459,0.940832541,0.117939083,0.882060917,0.079669004,0.920330996
0.34188997,0.65811003,0.732929919,0.267070081,0.065224765,0.934775235,0.136740065,0.863259935,0.089118394,0.910881606
0.31596021,0.68403979,0.795234457,0.204765543,0.053872346,0.946127654,0.12972716,0.87027284,0.081662175,0.918337825
0.38146357,0.61853643,0.808579835,0.191420165,0.046841127,0.953158873,0.11668735,0.88331265,0.096504491,0.903495509
0.370275883,0.629724117,0.837008445,0.162991555,0.062570567,0.937429433,0.137082145,0.862917855,0.082062903,0.917937097
0.202692322,0.797307678,0.760326301,0.239673699,0.004456429,0.995543571,0.099544693,0.900455307,0.084372527,0.915627473
0.42345649,0.57654351,0.885394047,0.114605953,0.047013135,0.952986865,0.131365972,0.868634028,0.092350947,0.907649053
0.316479515,0.683520485,0.950018004,0.049981996,0.062286068,0.937713932,0.141827866,0.858172134,0.109263538,0.890736462
0.400645654,0.599354346,0.987290362,0.012709638,0.080252064,0.919747936,0.138556849,0.861443151,0.084049089,0.915950911
0.247915183,0.752084817,0.863164568,0.136835432,0.004812353,0.995187647,0.120406405,0.879593595,0.107572559,0.892427441
0.735696522,0.264303478,0.998688942,0.001311058,0.419279128,0.580720872,0.131270184,0.868729816,0.584793173,0.415206827
0.481581231,0.518418769,0.958453693,0.041546307,0.050955955,0.949044045,0.164536658,0.835463342,0.093967603,0.906032397
0.286738,0.713262,0.970172022,0.029827978,0.057363064,0.942636936,0.146087666,0.853912334,0.10328813,0.89671187
0.379574507,0.620425493,0.903720648,0.096279352,0.083502995,0.916497005,0.126218093,0.873781907,0.088208018,0.911791982
0.44074182,0.55925818,0.775397019,0.224602981,0.057321887,0.942678113,0.159752219,0.840247781,0.095308031,0.904691969
0.379646547,0.620353453,0.880306663,0.119693337,0.066706132,0.933293868,0.149924356,0.850075644,0.100358538,0.899641462
0.371239067,0.628760933,0.71943677,0.28056323,0.039077335,0.960922665,0.122154615,0.877845385,0.099956775,0.900043225
0.355278895,0.644721105,0.904464129,0.095535871,0.061999202,0.938000798,0.139179653,0.860820347,0.10904021,0.89095979
0.354775598,0.645224402,0.972791913,0.027208087,0.07182885,0.92817115,0.142476304,0.857523696,0.082497035,0.917502965
0.411165568,0.588834432,0.913886415,0.086113585,0.046102106,0.953897894,0.148124348,0.851875652,0.103579168,0.896420832
0.353885684,0.646114316,0.875120711,0.124879289,0.036363963,0.963636037,0.149351145,0.850648855,0.088023309,0.911976691
0.232509031,0.767490969,0.950109606,0.049890394,0.133878333,0.866121667,0.157351198,0.842648802,0.103321252,0.896678748
0.339561805,0.660438195,0.793020337,0.206979663,0.073545814,0.926454186,0.136056381,0.863943619,0.107055455,0.892944545
0.414040379,0.585959621,0.953936812,0.046063188,0.045317699,0.954682301,0.142289262,0.857710738,0.080463503,0.919536497
0.376810957,0.623189043,0.816574888,0.183425112,0.045511745,0.954488255,0.179098058,0.820901942,0.082714266,0.917285734
0.228834518,0.771165482,0.899619447,0.100380553,0.057545782,0.942454218,0.1183182,0.8816818,0.069672682,0.930327318
0.235275818,0.764724182,0.890618417,0.109381583,0.044585038,0.955414962,0.095544979,0.904455021,0.077386486,0.922613514
